2025-01-01 20:46:22 - Model: SimpleCNN_11_UE
2025-01-01 20:46:22 - Learning rate: 0.001
2025-01-01 20:46:22 - Number of epochs: 64
2025-01-01 20:46:22 - Train batch size: 64
2025-01-01 20:46:22 - Test batch size: 64
2025-01-01 20:46:22 - Federated learning epochs: 30
2025-01-01 20:46:22 - Number of clients: 10
2025-01-01 20:46:27 - Before train, fl0Client4 gNB_test Accuracy  8.41 %
2025-01-01 20:46:27 - Before train, fl0Client4 client_test Accuracy  8.3 %
2025-01-01 20:47:34 - running Epoch:2, fl78Client1,avg_loss is 2.0044979988774165
2025-01-01 20:47:35 - running Epoch:3, fl78Client1,avg_loss is 1.9265670565110218
2025-01-01 20:47:36 - running Epoch:4, fl78Client1,avg_loss is 1.8634311488912076
2025-01-01 20:47:37 - running Epoch:5, fl78Client1,avg_loss is 1.8133671344081057
2025-01-01 20:47:38 - running Epoch:6, fl78Client1,avg_loss is 1.762848298760909
2025-01-01 20:47:39 - running Epoch:7, fl78Client1,avg_loss is 1.7280925391595574
2025-01-01 20:47:40 - running Epoch:8, fl78Client1,avg_loss is 1.691164813464201
2025-01-01 20:47:41 - running Epoch:9, fl78Client1,avg_loss is 1.6638623672195627
2025-01-01 20:47:41 - running Epoch:10, fl78Client1,avg_loss is 1.6245779523366615
2025-01-01 20:47:42 - running Epoch:11, fl78Client1,avg_loss is 1.6140546617628653
2025-01-01 20:47:43 - running Epoch:12, fl78Client1,avg_loss is 1.590382885329331
2025-01-01 20:47:44 - running Epoch:13, fl78Client1,avg_loss is 1.5628025154524212
2025-01-01 20:47:45 - running Epoch:14, fl78Client1,avg_loss is 1.5411163523227354
2025-01-01 20:47:46 - running Epoch:15, fl78Client1,avg_loss is 1.522210856027241
2025-01-01 20:47:46 - running Epoch:16, fl78Client1,avg_loss is 1.5051134251341034
2025-01-01 20:47:47 - running Epoch:17, fl78Client1,avg_loss is 1.4900966580910018
2025-01-01 20:47:48 - running Epoch:18, fl78Client1,avg_loss is 1.4747014317331435
2025-01-01 20:47:49 - running Epoch:19, fl78Client1,avg_loss is 1.466637502742719
2025-01-01 20:47:49 - Tweak done
2025-01-01 20:47:50 - running Epoch:20, fl78Client1,avg_loss is 1.9525304791293567
2025-01-01 20:47:51 - running Epoch:21, fl78Client1,avg_loss is 1.5687802034088327
2025-01-01 20:47:52 - running Epoch:22, fl78Client1,avg_loss is 1.4283321628087684
2025-01-01 20:47:53 - running Epoch:23, fl78Client1,avg_loss is 1.3456302918965304
2025-01-01 20:47:54 - running Epoch:24, fl78Client1,avg_loss is 1.2450726945188981
2025-01-01 20:47:55 - running Epoch:25, fl78Client1,avg_loss is 1.2238235224651386
2025-01-01 20:47:56 - running Epoch:26, fl78Client1,avg_loss is 1.1560969473440437
2025-01-01 20:47:57 - running Epoch:27, fl78Client1,avg_loss is 1.0679118761533424
2025-01-01 20:47:58 - running Epoch:28, fl78Client1,avg_loss is 1.0067741440821298
2025-01-01 20:47:59 - running Epoch:29, fl78Client1,avg_loss is 0.9521841293648828
2025-01-01 20:48:00 - running Epoch:30, fl78Client1,avg_loss is 0.9615812603431412
2025-01-01 20:48:01 - running Epoch:31, fl78Client1,avg_loss is 0.8396442638167853
2025-01-01 20:48:02 - running Epoch:32, fl78Client1,avg_loss is 0.7658714003200773
2025-01-01 20:48:03 - running Epoch:33, fl78Client1,avg_loss is 0.7282319144357609
2025-01-01 20:48:04 - running Epoch:34, fl78Client1,avg_loss is 0.7226754992823058
2025-01-01 20:48:05 - running Epoch:35, fl78Client1,avg_loss is 0.5800712406635284
2025-01-01 20:48:06 - running Epoch:36, fl78Client1,avg_loss is 0.5388889746575416
2025-01-01 20:48:07 - running Epoch:37, fl78Client1,avg_loss is 0.49010085946396936
2025-01-01 20:48:08 - running Epoch:38, fl78Client1,avg_loss is 0.43166348036331464
2025-01-01 20:48:09 - running Epoch:39, fl78Client1,avg_loss is 0.34728235760821574
2025-01-01 20:48:10 - running Epoch:40, fl78Client1,avg_loss is 0.3703392915710618
2025-01-01 20:48:11 - running Epoch:41, fl78Client1,avg_loss is 0.3326993152687821
2025-01-01 20:48:12 - running Epoch:42, fl78Client1,avg_loss is 0.22300477722023107
2025-01-01 20:48:13 - running Epoch:43, fl78Client1,avg_loss is 0.199784844925132
2025-01-01 20:48:14 - running Epoch:44, fl78Client1,avg_loss is 0.16962956288192846
2025-01-01 20:48:15 - running Epoch:45, fl78Client1,avg_loss is 0.2583424614954598
2025-01-01 20:48:16 - running Epoch:46, fl78Client1,avg_loss is 0.15642147237741494
2025-01-01 20:48:17 - running Epoch:47, fl78Client1,avg_loss is 0.10342032226580608
2025-01-01 20:48:18 - running Epoch:48, fl78Client1,avg_loss is 0.10651729331363606
2025-01-01 20:48:19 - running Epoch:49, fl78Client1,avg_loss is 0.08835581840970848
2025-01-01 20:48:20 - running Epoch:50, fl78Client1,avg_loss is 0.08871600776910782
2025-01-01 20:48:21 - running Epoch:51, fl78Client1,avg_loss is 0.10233452288976198
2025-01-01 20:48:22 - running Epoch:52, fl78Client1,avg_loss is 0.08314042826053462
2025-01-01 20:48:23 - running Epoch:53, fl78Client1,avg_loss is 0.036966067396953135
2025-01-01 20:48:24 - running Epoch:54, fl78Client1,avg_loss is 0.02589857216358562
2025-01-01 20:48:25 - running Epoch:55, fl78Client1,avg_loss is 0.021092526720766024
2025-01-01 20:48:26 - running Epoch:56, fl78Client1,avg_loss is 0.018126914513450634
2025-01-01 20:48:27 - running Epoch:57, fl78Client1,avg_loss is 0.014836067593173135
2025-01-01 20:48:28 - running Epoch:58, fl78Client1,avg_loss is 0.013204853015044067
2025-01-01 20:48:29 - running Epoch:59, fl78Client1,avg_loss is 0.011408892542689661
2025-01-01 20:48:30 - running Epoch:60, fl78Client1,avg_loss is 0.01016527587029187
2025-01-01 20:48:31 - running Epoch:61, fl78Client1,avg_loss is 0.008923197495220582
2025-01-01 20:48:32 - running Epoch:62, fl78Client1,avg_loss is 0.007799141310874514
2025-01-01 20:48:33 - running Epoch:63, fl78Client1,avg_loss is 0.0068934039990830275
2025-01-01 20:48:34 - After train, fl0Client1 gNB_test Accuracy  59.53000000000001 %
2025-01-01 20:48:35 - After train, fl0Client1 Test Accuracy  59.0 %
2025-01-01 20:48:36 - Before train, fl0Client7 gNB_test Accuracy  8.41 %
2025-01-01 20:48:36 - Before train, fl0Client7 client_test Accuracy  9.0 %
2025-01-01 20:48:37 - running Epoch:0, fl78Client7,avg_loss is 2.220713201957413
2025-01-01 20:48:38 - running Epoch:1, fl78Client7,avg_loss is 2.0715755224227905
2025-01-01 20:48:39 - running Epoch:2, fl78Client7,avg_loss is 1.963602121872238
2025-01-01 20:48:40 - running Epoch:3, fl78Client7,avg_loss is 1.8806757232810878
2025-01-01 20:48:41 - running Epoch:4, fl78Client7,avg_loss is 1.8097653449336184
2025-01-01 20:48:42 - running Epoch:5, fl78Client7,avg_loss is 1.7641894485377059
2025-01-01 20:48:42 - running Epoch:6, fl78Client7,avg_loss is 1.7187435370457322
2025-01-01 20:48:43 - running Epoch:7, fl78Client7,avg_loss is 1.6803095657614213
2025-01-01 20:48:44 - running Epoch:8, fl78Client7,avg_loss is 1.6457654946967015
2025-01-01 20:48:45 - running Epoch:9, fl78Client7,avg_loss is 1.6060960519162915
2025-01-01 20:48:46 - running Epoch:10, fl78Client7,avg_loss is 1.580677408206312
2025-01-01 20:48:47 - running Epoch:11, fl78Client7,avg_loss is 1.5552673701998554
2025-01-01 20:48:48 - running Epoch:12, fl78Client7,avg_loss is 1.5414147090308274
2025-01-01 20:48:48 - running Epoch:13, fl78Client7,avg_loss is 1.5144629055940653
2025-01-01 20:48:49 - running Epoch:14, fl78Client7,avg_loss is 1.493716381773164
2025-01-01 20:48:50 - running Epoch:15, fl78Client7,avg_loss is 1.4664541528194766
2025-01-01 20:48:51 - running Epoch:16, fl78Client7,avg_loss is 1.4603551580936094
2025-01-01 20:48:52 - running Epoch:17, fl78Client7,avg_loss is 1.4387889361079735
2025-01-01 20:48:53 - running Epoch:18, fl78Client7,avg_loss is 1.4213235317906248
2025-01-01 20:48:53 - running Epoch:19, fl78Client7,avg_loss is 1.404045565218865
2025-01-01 20:48:53 - Tweak done
2025-01-01 20:48:54 - running Epoch:20, fl78Client7,avg_loss is 2.013664304455624
2025-01-01 20:48:55 - running Epoch:21, fl78Client7,avg_loss is 1.4502446576009822
2025-01-01 20:48:56 - running Epoch:22, fl78Client7,avg_loss is 1.3779352835462064
2025-01-01 20:48:57 - running Epoch:23, fl78Client7,avg_loss is 1.3120150626460207
2025-01-01 20:48:58 - running Epoch:24, fl78Client7,avg_loss is 1.3041578425636775
2025-01-01 20:48:59 - running Epoch:25, fl78Client7,avg_loss is 1.17984098799621
2025-01-01 20:49:00 - running Epoch:26, fl78Client7,avg_loss is 1.1107729537577569
2025-01-01 20:49:01 - running Epoch:27, fl78Client7,avg_loss is 1.0042575620397736
2025-01-01 20:49:02 - running Epoch:28, fl78Client7,avg_loss is 1.0049679445315012
2025-01-01 20:49:03 - running Epoch:29, fl78Client7,avg_loss is 0.9195301064962074
2025-01-01 20:49:04 - running Epoch:30, fl78Client7,avg_loss is 0.9088293661045123
2025-01-01 20:49:05 - running Epoch:31, fl78Client7,avg_loss is 0.8140916839430604
2025-01-01 20:49:07 - running Epoch:32, fl78Client7,avg_loss is 0.7453084799307811
2025-01-01 20:49:08 - running Epoch:33, fl78Client7,avg_loss is 0.6618936544732202
2025-01-01 20:49:09 - running Epoch:34, fl78Client7,avg_loss is 0.5997018550015702
2025-01-01 20:49:10 - running Epoch:35, fl78Client7,avg_loss is 0.6104171234595624
2025-01-01 20:49:11 - running Epoch:36, fl78Client7,avg_loss is 0.555824412009384
2025-01-01 20:49:12 - running Epoch:37, fl78Client7,avg_loss is 0.45738275103931186
2025-01-01 20:49:13 - running Epoch:38, fl78Client7,avg_loss is 0.4135060474465165
2025-01-01 20:49:14 - running Epoch:39, fl78Client7,avg_loss is 0.40464199551298646
2025-01-01 20:49:15 - running Epoch:40, fl78Client7,avg_loss is 0.33200455202332024
2025-01-01 20:49:16 - running Epoch:41, fl78Client7,avg_loss is 0.3502765920343278
2025-01-01 20:49:17 - running Epoch:42, fl78Client7,avg_loss is 0.3182040942432005
2025-01-01 20:49:18 - running Epoch:43, fl78Client7,avg_loss is 0.2022231955882869
2025-01-01 20:49:19 - running Epoch:44, fl78Client7,avg_loss is 0.33848825927022136
2025-01-01 20:49:20 - running Epoch:45, fl78Client7,avg_loss is 0.2669240257973912
2025-01-01 20:49:21 - running Epoch:46, fl78Client7,avg_loss is 0.13087699930124644
2025-01-01 20:49:22 - running Epoch:47, fl78Client7,avg_loss is 0.10890440322175811
2025-01-01 20:49:23 - running Epoch:48, fl78Client7,avg_loss is 0.08543386008543304
2025-01-01 20:49:24 - running Epoch:49, fl78Client7,avg_loss is 0.07337820600671104
2025-01-01 20:49:25 - running Epoch:50, fl78Client7,avg_loss is 0.19832239007648034
2025-01-01 20:49:26 - running Epoch:51, fl78Client7,avg_loss is 0.16637529102684576
2025-01-01 20:49:27 - running Epoch:52, fl78Client7,avg_loss is 0.05466305910126318
2025-01-01 20:49:28 - running Epoch:53, fl78Client7,avg_loss is 0.038560912013053894
2025-01-01 20:49:29 - running Epoch:54, fl78Client7,avg_loss is 0.027938641006527824
2025-01-01 20:49:30 - running Epoch:55, fl78Client7,avg_loss is 0.022160559161743032
2025-01-01 20:49:31 - running Epoch:56, fl78Client7,avg_loss is 0.01814476683547225
2025-01-01 20:49:32 - running Epoch:57, fl78Client7,avg_loss is 0.015771486955588755
2025-01-01 20:49:33 - running Epoch:58, fl78Client7,avg_loss is 0.013824356660907026
2025-01-01 20:49:34 - running Epoch:59, fl78Client7,avg_loss is 0.01091024440807538
2025-01-01 20:49:35 - running Epoch:60, fl78Client7,avg_loss is 0.009778563440128972
2025-01-01 20:49:37 - running Epoch:61, fl78Client7,avg_loss is 0.0086979934344469
2025-01-01 20:49:37 - running Epoch:62, fl78Client7,avg_loss is 0.007947755320280601
2025-01-01 20:49:38 - running Epoch:63, fl78Client7,avg_loss is 0.006984489091636637
2025-01-01 20:49:39 - After train, fl0Client7 gNB_test Accuracy  59.69 %
2025-01-01 20:49:40 - After train, fl0Client7 Test Accuracy  59.9 %
2025-01-01 20:49:41 - get all clients models ready
2025-01-01 20:49:41 - model prunning done
2025-01-01 20:49:42 - -----fl0merged_model Test Accuracy  48.84 %-----
2025-01-01 20:49:43 - Before train, fl1Client9 gNB_test Accuracy  48.84 %
2025-01-01 20:49:43 - Before train, fl1Client9 client_test Accuracy  49.7 %
2025-01-01 20:49:44 - running Epoch:0, fl78Client9,avg_loss is 1.5139058843443665
2025-01-01 20:49:45 - running Epoch:1, fl78Client9,avg_loss is 1.2288260180738908
2025-01-01 20:49:46 - running Epoch:2, fl78Client9,avg_loss is 1.1077877230282072
2025-01-01 20:49:47 - running Epoch:3, fl78Client9,avg_loss is 1.016316991063613
2025-01-01 20:49:48 - running Epoch:4, fl78Client9,avg_loss is 0.9635813432403758
2025-01-01 20:49:49 - running Epoch:5, fl78Client9,avg_loss is 0.9014887636220907
2025-01-01 20:49:50 - running Epoch:6, fl78Client9,avg_loss is 0.8633514476727836
2025-01-01 20:49:51 - running Epoch:7, fl78Client9,avg_loss is 0.8152526556691037
2025-01-01 20:49:52 - running Epoch:8, fl78Client9,avg_loss is 0.7765858105466336
2025-01-01 20:49:52 - running Epoch:9, fl78Client9,avg_loss is 0.7572865135307554
2025-01-01 20:49:53 - running Epoch:10, fl78Client9,avg_loss is 0.7108339252351206
2025-01-01 20:49:54 - running Epoch:11, fl78Client9,avg_loss is 0.6654877624934232
2025-01-01 20:49:55 - running Epoch:12, fl78Client9,avg_loss is 0.6316776283179657
2025-01-01 20:49:56 - running Epoch:13, fl78Client9,avg_loss is 0.599262734757194
2025-01-01 20:49:57 - running Epoch:14, fl78Client9,avg_loss is 0.5602245425121694
2025-01-01 20:49:58 - running Epoch:15, fl78Client9,avg_loss is 0.5359858232962934
2025-01-01 20:49:59 - running Epoch:16, fl78Client9,avg_loss is 0.5074595869341983
2025-01-01 20:50:00 - running Epoch:17, fl78Client9,avg_loss is 0.47881899491141117
2025-01-01 20:50:01 - running Epoch:18, fl78Client9,avg_loss is 0.4411062171942071
2025-01-01 20:50:02 - running Epoch:19, fl78Client9,avg_loss is 0.4191459583330758
2025-01-01 20:50:02 - Tweak done
2025-01-01 20:50:03 - running Epoch:20, fl78Client9,avg_loss is 0.6354300579692744
2025-01-01 20:50:04 - running Epoch:21, fl78Client9,avg_loss is 0.4409289167651647
2025-01-01 20:50:05 - running Epoch:22, fl78Client9,avg_loss is 0.3183535139394712
2025-01-01 20:50:06 - running Epoch:23, fl78Client9,avg_loss is 0.28793671029277995
2025-01-01 20:50:07 - running Epoch:24, fl78Client9,avg_loss is 0.2508118904278248
2025-01-01 20:50:08 - running Epoch:25, fl78Client9,avg_loss is 0.14284968706248682
2025-01-01 20:50:09 - running Epoch:26, fl78Client9,avg_loss is 0.1738979416557505
2025-01-01 20:50:10 - running Epoch:27, fl78Client9,avg_loss is 0.12766575516213344
2025-01-01 20:50:11 - running Epoch:28, fl78Client9,avg_loss is 0.0592858254956671
2025-01-01 20:50:12 - running Epoch:29, fl78Client9,avg_loss is 0.040292977614776244
2025-01-01 20:50:13 - running Epoch:30, fl78Client9,avg_loss is 0.027705081608853762
2025-01-01 20:50:14 - running Epoch:31, fl78Client9,avg_loss is 0.032966921795631134
2025-01-01 20:50:15 - running Epoch:32, fl78Client9,avg_loss is 0.016009796646576892
2025-01-01 20:50:16 - running Epoch:33, fl78Client9,avg_loss is 0.013234915494730201
2025-01-01 20:50:17 - running Epoch:34, fl78Client9,avg_loss is 0.008532553256925526
2025-01-01 20:50:18 - running Epoch:35, fl78Client9,avg_loss is 0.006652458417641965
2025-01-01 20:50:20 - running Epoch:36, fl78Client9,avg_loss is 0.00525779068717568
2025-01-01 20:50:21 - running Epoch:37, fl78Client9,avg_loss is 0.004504839220685484
2025-01-01 20:50:22 - running Epoch:38, fl78Client9,avg_loss is 0.00395615659713085
2025-01-01 20:50:23 - running Epoch:39, fl78Client9,avg_loss is 0.003963910134603517
2025-01-01 20:50:24 - running Epoch:40, fl78Client9,avg_loss is 0.0036074360780995575
2025-01-01 20:50:25 - running Epoch:41, fl78Client9,avg_loss is 0.0029002089964084423
2025-01-01 20:50:26 - running Epoch:42, fl78Client9,avg_loss is 0.0024265211231747196
2025-01-01 20:50:27 - running Epoch:43, fl78Client9,avg_loss is 0.002121885666694445
2025-01-01 20:50:28 - running Epoch:44, fl78Client9,avg_loss is 0.0020659480831892335
2025-01-01 20:50:29 - running Epoch:45, fl78Client9,avg_loss is 0.0018357009453038814
2025-01-01 20:50:30 - running Epoch:46, fl78Client9,avg_loss is 0.0017472951830647698
2025-01-01 20:50:31 - running Epoch:47, fl78Client9,avg_loss is 0.0014463284685087827
2025-01-01 20:50:32 - running Epoch:48, fl78Client9,avg_loss is 0.001317357113938543
2025-01-01 20:50:34 - running Epoch:49, fl78Client9,avg_loss is 0.0012884866903076254
2025-01-01 20:50:35 - running Epoch:50, fl78Client9,avg_loss is 0.0011252855028827452
2025-01-01 20:50:36 - running Epoch:51, fl78Client9,avg_loss is 0.0011569095474868259
2025-01-01 20:50:37 - running Epoch:52, fl78Client9,avg_loss is 0.0010984795718067739
2025-01-01 20:50:38 - running Epoch:53, fl78Client9,avg_loss is 0.0009016825436596771
2025-01-01 20:50:39 - running Epoch:54, fl78Client9,avg_loss is 0.0007786744851117978
2025-01-01 20:50:40 - running Epoch:55, fl78Client9,avg_loss is 0.0007334255832217964
2025-01-01 20:50:41 - running Epoch:56, fl78Client9,avg_loss is 0.0006947934471330122
2025-01-01 20:50:42 - running Epoch:57, fl78Client9,avg_loss is 0.0006556830783757746
2025-01-01 20:50:43 - running Epoch:58, fl78Client9,avg_loss is 0.0006233850579496614
2025-01-01 20:50:44 - running Epoch:59, fl78Client9,avg_loss is 0.0005552918319384084
2025-01-01 20:50:45 - running Epoch:60, fl78Client9,avg_loss is 0.0005077698962067407
2025-01-01 20:50:46 - running Epoch:61, fl78Client9,avg_loss is 0.0004966276800230476
2025-01-01 20:50:47 - running Epoch:62, fl78Client9,avg_loss is 0.0005337604471847792
2025-01-01 20:50:49 - running Epoch:63, fl78Client9,avg_loss is 0.0004916549501852191
2025-01-01 20:50:50 - After train, fl1Client9 gNB_test Accuracy  62.38 %
2025-01-01 20:50:50 - After train, fl1Client9 Test Accuracy  62.6 %
2025-01-01 20:50:51 - Before train, fl1Client2 gNB_test Accuracy  48.84 %
2025-01-01 20:50:52 - Before train, fl1Client2 client_test Accuracy  50.8 %
2025-01-01 20:50:53 - running Epoch:0, fl78Client2,avg_loss is 1.5424492313892026
2025-01-01 20:50:54 - running Epoch:1, fl78Client2,avg_loss is 1.2521596588665926
2025-01-01 20:50:55 - running Epoch:2, fl78Client2,avg_loss is 1.1373321051839032
2025-01-01 20:50:56 - running Epoch:3, fl78Client2,avg_loss is 1.0397099467772473
2025-01-01 20:50:56 - running Epoch:4, fl78Client2,avg_loss is 0.9695664621606658
2025-01-01 20:50:57 - running Epoch:5, fl78Client2,avg_loss is 0.9371826693981509
2025-01-01 20:50:58 - running Epoch:6, fl78Client2,avg_loss is 0.8835445793369149
2025-01-01 20:50:59 - running Epoch:7, fl78Client2,avg_loss is 0.8350551332099528
2025-01-01 20:51:00 - running Epoch:8, fl78Client2,avg_loss is 0.7975957665262343
2025-01-01 20:51:01 - running Epoch:9, fl78Client2,avg_loss is 0.7580362233934523
2025-01-01 20:51:02 - running Epoch:10, fl78Client2,avg_loss is 0.7381710296944727
2025-01-01 20:51:03 - running Epoch:11, fl78Client2,avg_loss is 0.6973709064193919
2025-01-01 20:51:04 - running Epoch:12, fl78Client2,avg_loss is 0.6430629670997209
2025-01-01 20:51:05 - running Epoch:13, fl78Client2,avg_loss is 0.6164132575445538
2025-01-01 20:51:05 - running Epoch:14, fl78Client2,avg_loss is 0.5809365454353864
2025-01-01 20:51:06 - running Epoch:15, fl78Client2,avg_loss is 0.5504678401011455
2025-01-01 20:51:07 - running Epoch:16, fl78Client2,avg_loss is 0.5260140096084981
2025-01-01 20:51:08 - running Epoch:17, fl78Client2,avg_loss is 0.4906705946107454
2025-01-01 20:51:09 - running Epoch:18, fl78Client2,avg_loss is 0.4571966619431218
2025-01-01 20:51:10 - running Epoch:19, fl78Client2,avg_loss is 0.4319361587868461
2025-01-01 20:51:10 - Tweak done
2025-01-01 20:51:11 - running Epoch:20, fl78Client2,avg_loss is 0.752159710549101
2025-01-01 20:51:12 - running Epoch:21, fl78Client2,avg_loss is 0.4152014364924612
2025-01-01 20:51:13 - running Epoch:22, fl78Client2,avg_loss is 0.3245839097454578
2025-01-01 20:51:14 - running Epoch:23, fl78Client2,avg_loss is 0.31926450067305867
2025-01-01 20:51:15 - running Epoch:24, fl78Client2,avg_loss is 0.2593183192082598
